,0,1,2
5684,2829,29-10-2015,pip fruit
5685,4573,23-12-2015,sausage
5686,4726,08-07-2015,other vegetables
5687,3929,06-11-2015,pork
5688,1286,10-07-2015,meat
5689,1648,01-05-2015,pork
5690,1544,25-02-2015,dessert
5691,2925,16-03-2015,other vegetables
5692,1276,23-11-2015,condensed milk
5693,1908,26-07-2015,ice cream
5694,2519,30-05-2015,chicken
5695,3096,07-07-2015,root vegetables
5696,1001,02-05-2015,frankfurter
5697,4699,29-03-2015,hamburger meat
5698,1417,18-09-2015,UHT-milk
5699,4034,29-08-2015,frankfurter
5700,4711,19-06-2015,pastry
5701,3584,17-12-2015,other vegetables
5702,2981,03-12-2015,onions
5703,1820,21-03-2015,pastry
5704,3793,15-04-2015,citrus fruit
5705,1965,04-08-2015,hamburger meat
5706,4903,01-05-2015,chicken
5707,1845,11-02-2015,whole milk
5708,2384,02-01-2015,chicken
5709,2584,25-04-2015,shopping bags
5710,1193,12-11-2015,citrus fruit
5711,4267,06-09-2015,citrus fruit
5712,2707,05-05-2015,chicken
5713,3214,08-05-2015,bottled beer
5714,1171,15-01-2015,specialty chocolate
5715,1950,11-11-2015,other vegetables
5716,4737,19-09-2015,pork
5717,3589,04-11-2015,whole milk
5718,2246,29-08-2015,beef
5719,2128,10-08-2015,sausage
5720,3866,21-04-2015,root vegetables
5721,1882,09-07-2015,chicken
5722,2574,25-08-2015,turkey
5723,2011,22-12-2015,soda
5724,4223,20-07-2015,root vegetables
5725,2068,07-04-2015,sausage
5726,3035,09-05-2015,pastry
5727,2597,08-05-2015,sausage
5728,1306,08-01-2015,yogurt
5729,1789,24-04-2015,pip fruit
5730,1003,10-02-2015,sausage
5731,3378,13-01-2015,ham
5732,4460,01-05-2015,meat
5733,1961,21-06-2015,other vegetables
5734,4576,18-06-2015,meat
5735,3061,10-02-2015,rolls/buns
5736,1016,19-07-2015,chicken
5737,3528,19-05-2015,sausage
5738,4566,10-03-2015,canned beer
5739,1979,20-11-2015,yogurt
5740,3662,03-12-2015,chicken
5741,2700,13-05-2015,hamburger meat
5742,2432,12-12-2015,whole milk
5743,2693,17-08-2015,frankfurter
5744,1456,20-11-2015,newspapers
5745,4081,20-10-2015,whole milk
5746,4588,30-06-2015,rolls/buns
5747,1892,08-03-2015,other vegetables
5748,1922,07-02-2015,sausage
5749,1440,06-12-2015,sausage
5750,1420,19-06-2015,canned beer
5751,2273,21-10-2015,tropical fruit
5752,4910,25-11-2015,condensed milk
5753,4593,04-08-2015,margarine
5754,1380,21-11-2015,whole milk
5755,4035,26-07-2015,yogurt
5756,3063,28-12-2015,processed cheese
5757,2558,12-08-2015,grapes
5758,1744,27-06-2015,canned beer
5759,3162,06-06-2015,soda
5760,3216,12-02-2015,whole milk
5761,4783,27-01-2015,sausage
5762,2592,25-09-2015,pork
5763,3141,19-07-2015,pork
5764,2315,20-12-2015,turkey
5765,3318,12-01-2015,other vegetables
5766,4594,02-05-2015,whipped/sour cream
5767,2428,14-08-2015,hard cheese
5768,4613,17-05-2015,pork
5769,1676,11-10-2015,citrus fruit
5770,1259,21-11-2015,sausage
5771,3930,12-07-2015,citrus fruit
5772,3995,26-06-2015,other vegetables
5773,1038,14-12-2015,Instant food products
5774,4794,06-09-2015,sausage
5775,3960,21-09-2015,frankfurter
5776,3077,05-01-2015,chicken
5777,1161,14-03-2015,other vegetables
5778,1800,16-04-2015,chicken
5779,1717,09-11-2015,chicken
5780,1888,06-06-2015,ham
5781,2138,04-03-2015,pip fruit
5782,1866,13-02-2015,sausage
5783,4745,29-09-2015,ham
5784,1269,12-09-2015,other vegetables
5785,4721,15-06-2015,sausage
5786,2885,22-03-2015,tropical fruit
5787,1435,24-04-2015,ham
5788,1887,03-02-2015,tropical fruit
5789,4776,26-03-2015,canned beer
5790,4313,16-05-2015,sugar
5791,3545,28-08-2015,bottled water
5792,2307,12-03-2015,whole milk
5793,1215,18-01-2015,pip fruit
5794,1428,18-01-2015,rolls/buns
5795,4297,27-10-2015,whole milk
5796,1812,14-10-2015,hamburger meat
5797,2217,02-12-2015,soda
5798,2378,15-04-2015,whipped/sour cream
5799,2397,23-06-2015,organic sausage
5800,3419,20-08-2015,onions
5801,4131,29-03-2015,sausage
5802,2220,04-08-2015,sausage
5803,3870,21-03-2015,root vegetables
5804,1483,14-06-2015,root vegetables
5805,3449,29-11-2015,pork
5806,1959,13-12-2015,whole milk
5807,4825,17-01-2015,ham
5808,3289,02-05-2015,frankfurter
5809,1256,29-08-2015,UHT-milk
5810,3369,23-03-2015,frozen vegetables
5811,2191,25-10-2015,pip fruit
5812,4645,06-12-2015,tropical fruit
5813,3818,08-08-2015,meat
5814,3857,04-11-2015,other vegetables
5815,3651,31-07-2015,root vegetables
5816,3689,29-07-2015,liqueur
5817,2361,03-10-2015,soda
5818,2513,15-12-2015,margarine
5819,2110,29-07-2015,frankfurter
5820,4895,21-07-2015,sugar
5821,2756,31-07-2015,sausage
5822,1960,09-01-2015,chicken
5823,3924,29-10-2015,domestic eggs
5824,3020,27-08-2015,condensed milk
5825,4531,10-08-2015,canned beer
5826,4901,14-02-2015,frankfurter
5827,3787,24-09-2015,pork
5828,3688,24-09-2015,whole milk
5829,4717,10-04-2015,tropical fruit
5830,2210,25-09-2015,pork
5831,4152,29-05-2015,root vegetables
5832,4507,18-06-2015,citrus fruit
5833,1118,13-05-2015,house keeping products
5834,4953,07-05-2015,pip fruit
5835,4417,21-01-2015,ham
5836,2358,15-12-2015,waffles
5837,3122,05-02-2015,beverages
5838,3920,10-05-2015,beverages
5839,4592,08-12-2015,citrus fruit
5840,1326,09-11-2015,ice cream
5841,3729,29-11-2015,salty snack
5842,2627,31-10-2015,rolls/buns
5843,3393,07-11-2015,white bread
5844,4302,03-08-2015,tropical fruit
5845,1734,15-02-2015,chocolate
5846,3635,26-02-2015,whole milk
5847,3232,18-12-2015,yogurt
5848,2805,18-04-2015,coffee
5849,2214,19-01-2015,soda
5850,4725,02-12-2015,butter milk
5851,4975,02-11-2015,pork
5852,3393,23-02-2015,condensed milk
5853,4456,08-08-2015,sugar
5854,4744,29-08-2015,frankfurter
5855,1264,30-07-2015,sausage
5856,3104,18-05-2015,bottled water
5857,4966,25-01-2015,sausage
5858,4183,15-01-2015,salty snack
5859,3786,10-02-2015,light bulbs
5860,3299,28-02-2015,onions
5861,1656,07-07-2015,tropical fruit
5862,4753,05-03-2015,soups
5863,2857,18-04-2015,whole milk
5864,3692,18-10-2015,bottled water
5865,2613,23-08-2015,other vegetables
5866,3509,08-07-2015,soda
5867,3048,06-10-2015,frankfurter
5868,1160,21-08-2015,domestic eggs
5869,2629,26-04-2015,curd cheese
5870,1444,06-06-2015,butter
5871,2578,01-12-2015,whole milk
5872,4184,28-06-2015,pastry
5873,3201,27-11-2015,tropical fruit
5874,3311,02-05-2015,misc. beverages
5875,4294,08-01-2015,other vegetables
5876,2283,18-01-2015,root vegetables
5877,3325,07-11-2015,ham
5878,3621,02-11-2015,rolls/buns
5879,1968,03-10-2015,pastry
5880,3717,01-04-2015,fruit/vegetable juice
5881,4704,18-08-2015,chewing gum
5882,3904,11-05-2015,sausage
5883,2336,07-10-2015,other vegetables
5884,3546,22-11-2015,whole milk
5885,3797,23-08-2015,root vegetables
5886,4607,15-12-2015,ice cream
5887,4522,18-05-2015,canned beer
5888,4695,13-10-2015,tropical fruit
5889,4919,30-03-2015,citrus fruit
5890,3289,15-03-2015,specialty chocolate
5891,1200,26-09-2015,candy
5892,3789,06-09-2015,margarine
5893,1289,08-11-2015,other vegetables
5894,2415,29-04-2015,tropical fruit
5895,1943,30-09-2015,tropical fruit
5896,3685,26-08-2015,specialty chocolate
5897,3447,27-11-2015,frankfurter
5898,2164,08-10-2015,misc. beverages
5899,4107,05-02-2015,tropical fruit
5900,2744,19-05-2015,ham
5901,1051,12-08-2015,other vegetables
5902,2087,09-04-2015,tropical fruit
5903,1020,13-10-2015,canned beer
5904,4546,09-04-2015,beef
5905,1182,29-11-2015,hamburger meat
5906,2727,15-12-2015,whole milk
5907,4314,29-04-2015,finished products
5908,2745,19-02-2015,other vegetables
5909,3147,20-02-2015,citrus fruit
5910,2677,07-12-2015,sausage
5911,2321,08-04-2015,sausage
5912,4708,02-10-2015,pork
5913,3225,12-12-2015,berries
5914,3401,28-09-2015,sausage
5915,3735,27-04-2015,berries
5916,2486,25-11-2015,sausage
5917,4790,15-08-2015,pasta
5918,1730,19-09-2015,other vegetables
5919,4724,12-02-2015,sausage
5920,4951,09-01-2015,other vegetables
5921,1341,30-10-2015,frankfurter
5922,4519,02-09-2015,sausage
5923,2914,01-04-2015,UHT-milk
5924,3916,04-10-2015,whole milk
5925,4145,11-04-2015,misc. beverages
5926,3657,27-01-2015,liver loaf
5927,2546,07-05-2015,pet care
5928,2738,03-02-2015,whole milk
5929,1491,30-12-2015,chicken
5930,3268,18-04-2015,dessert
5931,1820,07-04-2015,pork
5932,1923,06-12-2015,beef
5933,2968,17-10-2015,soda
5934,4970,08-08-2015,pet care
5935,4827,03-10-2015,root vegetables
5936,3474,07-04-2015,tropical fruit
5937,4417,19-03-2015,chicken
5938,3061,05-11-2015,soda
5939,4364,25-05-2015,chicken
5940,2887,17-01-2015,tropical fruit
5941,1292,24-10-2015,beverages
5942,1693,27-12-2015,onions
5943,2267,07-01-2015,whole milk
5944,2663,10-09-2015,chicken
5945,1551,11-06-2015,tropical fruit
5946,3421,12-05-2015,citrus fruit
5947,2785,12-07-2015,semi-finished bread
5948,4326,02-05-2015,tropical fruit
5949,2871,20-12-2015,hamburger meat
5950,4969,26-05-2015,sausage
5951,3463,24-09-2015,tropical fruit
5952,1504,30-11-2015,curd
5953,2528,19-10-2015,tropical fruit
5954,1959,15-05-2015,tropical fruit
5955,2479,13-01-2015,whole milk
5956,4809,13-04-2015,zwieback
5957,4047,06-03-2015,cream cheese 
5958,2781,11-01-2015,rolls/buns
5959,1837,03-01-2015,meat
5960,3288,26-04-2015,brown bread
5961,1152,20-04-2015,soda
5962,1641,23-06-2015,UHT-milk
5963,2685,19-07-2015,frankfurter
5964,3599,08-01-2015,meat
5965,2114,06-11-2015,whole milk
5966,2019,08-09-2015,sausage
5967,4019,19-03-2015,herbs
5968,3663,28-06-2015,whole milk
5969,3170,03-12-2015,other vegetables
5970,3537,24-09-2015,brown bread
5971,3918,22-06-2015,whipped/sour cream
5972,3507,22-07-2015,other vegetables
5973,4453,22-05-2015,pork
5974,2769,31-07-2015,flower soil/fertilizer
5975,4151,02-11-2015,whole milk
5976,2291,10-04-2015,grapes
5977,1677,21-02-2015,liver loaf
5978,1499,06-03-2015,rolls/buns
5979,2274,05-01-2015,citrus fruit
5980,2186,02-04-2015,sausage
5981,4437,07-08-2015,pastry
5982,4856,03-01-2015,beverages
5983,3413,23-09-2015,beverages
5984,4741,25-09-2015,other vegetables
5985,4406,27-05-2015,tropical fruit
5986,2601,30-04-2015,beef
5987,4845,12-10-2015,frozen dessert
5988,3695,09-07-2015,soda
5989,2202,28-02-2015,pork
5990,1027,25-02-2015,rolls/buns
5991,1744,28-09-2015,domestic eggs
5992,4864,04-12-2015,whole milk
5993,3730,27-07-2015,candy
5994,2127,01-01-2015,pork
5995,2672,26-11-2015,frankfurter
5996,1930,02-02-2015,ham
5997,3623,07-05-2015,salty snack
5998,4082,01-05-2015,whole milk
5999,4387,26-07-2015,canned beer
6000,4424,22-08-2015,newspapers
6001,3630,24-07-2015,hard cheese
6002,2202,28-05-2015,tropical fruit
6003,3036,18-09-2015,yogurt
6004,4529,10-05-2015,tropical fruit
6005,1968,16-02-2015,whole milk
6006,1511,22-03-2015,ice cream
6007,1503,17-08-2015,bottled beer
6008,2091,30-07-2015,citrus fruit
6009,1651,22-02-2015,hamburger meat
6010,1553,20-03-2015,frozen fish
6011,4746,09-12-2015,frozen vegetables
6012,2902,12-06-2015,tropical fruit
6013,4205,29-01-2015,citrus fruit
6014,1508,15-11-2015,sausage
6015,2403,01-12-2015,whipped/sour cream
6016,4705,22-05-2015,sausage
6017,1285,21-07-2015,yogurt
6018,4238,03-12-2015,pastry
6019,1938,08-05-2015,pork
6020,3402,23-05-2015,curd
6021,4031,18-10-2015,sausage
6022,1739,31-05-2015,sausage
6023,2104,27-02-2015,berries
6024,4516,07-12-2015,root vegetables
6025,3485,22-07-2015,rolls/buns
6026,4462,07-06-2015,domestic eggs
6027,2544,29-01-2015,tidbits
6028,2805,30-08-2015,curd
6029,2969,24-08-2015,hygiene articles
6030,3563,25-11-2015,spread cheese
6031,2683,18-01-2015,berries
6032,3776,18-07-2015,coffee
6033,1331,29-11-2015,other vegetables
6034,1498,28-05-2015,frankfurter
6035,3890,11-01-2015,sausage
6036,4559,07-02-2015,ice cream
6037,2723,31-01-2015,frankfurter
6038,2925,11-12-2015,dessert
6039,3684,15-02-2015,ham
6040,1770,19-11-2015,semi-finished bread
6041,3661,17-06-2015,whole milk
6042,1044,25-10-2015,root vegetables
6043,3031,25-11-2015,beef
6044,3028,19-05-2015,citrus fruit
6045,3035,04-03-2015,citrus fruit
6046,3189,23-11-2015,bottled water
6047,3766,08-11-2015,pork
6048,4540,04-08-2015,frankfurter
6049,4362,11-07-2015,berries
6050,4355,21-11-2015,bottled beer
6051,1510,25-10-2015,ham
6052,4299,14-08-2015,whole milk
6053,1982,14-12-2015,coffee
6054,3365,13-08-2015,chicken
6055,3653,09-11-2015,frankfurter
6056,1795,03-04-2015,beef
6057,4693,24-04-2015,canned beer
6058,4219,16-10-2015,rolls/buns
6059,3636,14-05-2015,whole milk
6060,1595,11-04-2015,pip fruit
6061,3196,05-05-2015,soda
6062,2657,21-05-2015,bottled beer
6063,4656,14-10-2015,frankfurter
6064,4239,11-02-2015,sausage
6065,1510,21-08-2015,other vegetables
6066,3462,21-01-2015,soda
6067,3794,01-11-2015,onions
6068,1408,01-03-2015,root vegetables
6069,3686,29-08-2015,other vegetables
6070,2273,28-02-2015,chewing gum
6071,4693,13-03-2015,fruit/vegetable juice
6072,2597,13-02-2015,pork
6073,1551,21-07-2015,dessert
6074,2888,08-01-2015,flour
6075,1631,14-08-2015,tropical fruit
6076,3564,04-07-2015,pip fruit
6077,4277,25-11-2015,yogurt
6078,4410,12-10-2015,ice cream
6079,3455,18-11-2015,pastry
6080,2467,05-07-2015,whole milk
6081,2235,19-01-2015,citrus fruit
6082,2145,21-01-2015,onions
6083,3310,08-03-2015,berries
6084,2876,19-09-2015,tropical fruit
6085,3736,26-02-2015,bottled water
6086,3402,16-08-2015,whole milk
6087,1397,21-12-2015,UHT-milk
6088,3497,15-08-2015,pork
6089,3044,07-06-2015,pastry
6090,1296,23-11-2015,other vegetables
6091,3999,16-11-2015,frozen meals
6092,2492,10-11-2015,root vegetables
6093,1572,21-09-2015,soda
6094,4224,29-01-2015,chicken
6095,2352,31-01-2015,dessert
6096,3609,23-02-2015,sausage
6097,4142,17-11-2015,other vegetables
6098,2736,26-12-2015,soda
6099,2517,20-03-2015,beef
6100,4999,18-02-2015,berries
6101,4338,24-03-2015,ham
6102,2215,26-11-2015,citrus fruit
6103,2745,21-04-2015,berries
6104,2861,12-03-2015,meat
6105,3553,10-05-2015,coffee
6106,2993,05-05-2015,long life bakery product
6107,4365,20-02-2015,whole milk
6108,2860,20-12-2015,root vegetables
6109,3760,22-11-2015,pork
6110,2505,22-04-2015,yogurt
6111,1485,12-07-2015,soda
6112,4608,27-04-2015,frankfurter
6113,2873,15-07-2015,photo/film
6114,4848,07-07-2015,tropical fruit
6115,2550,23-12-2015,chicken
6116,2085,22-04-2015,soda
6117,2549,24-08-2015,sausage
6118,1200,08-08-2015,citrus fruit
6119,3463,09-05-2015,pastry
6120,3583,02-08-2015,root vegetables
6121,1276,26-03-2015,hard cheese
6122,2951,22-12-2015,curd
6123,4970,23-07-2015,berries
6124,1492,20-01-2015,cat food
6125,3864,26-08-2015,bottled water
6126,2506,17-11-2015,soda
6127,4285,22-04-2015,fruit/vegetable juice
6128,4822,26-02-2015,brown bread
6129,3588,15-12-2015,citrus fruit
6130,2520,06-12-2015,whipped/sour cream
6131,1088,14-01-2015,yogurt
6132,1486,23-09-2015,chicken
6133,4080,03-07-2015,photo/film
6134,3058,27-07-2015,sausage
6135,3133,01-12-2015,tropical fruit
6136,1731,17-08-2015,whole milk
6137,2436,17-02-2015,butter
6138,3452,15-05-2015,citrus fruit
6139,2761,11-01-2015,pork
6140,1705,28-07-2015,frozen fish
6141,3221,01-04-2015,beef
6142,1384,19-12-2015,other vegetables
6143,4570,22-08-2015,chicken
6144,2506,27-12-2015,beverages
6145,3380,23-04-2015,pork
6146,2765,30-11-2015,candy
6147,4840,05-06-2015,whole milk
6148,1685,18-08-2015,other vegetables
6149,2028,01-03-2015,coffee
6150,1125,27-08-2015,sausage
6151,1054,02-09-2015,bottled beer
6152,4274,23-01-2015,soda
6153,2710,14-10-2015,frankfurter
6154,2699,28-11-2015,whipped/sour cream
6155,1918,29-09-2015,tropical fruit
6156,4936,02-03-2015,sausage
6157,2535,20-03-2015,rolls/buns
6158,4495,24-08-2015,other vegetables
6159,4216,24-02-2015,citrus fruit
6160,1515,21-09-2015,pastry
6161,2604,26-01-2015,citrus fruit
6162,4820,07-12-2015,pet care
6163,2340,28-11-2015,butter
6164,2864,13-03-2015,citrus fruit
6165,1366,29-11-2015,whole milk
6166,3317,29-06-2015,pork
6167,4218,11-01-2015,ham
6168,3958,04-11-2015,soda
6169,1309,01-04-2015,tropical fruit
6170,1394,24-05-2015,ham
6171,4412,04-05-2015,sausage
6172,3649,21-06-2015,dishes
6173,4805,13-10-2015,other vegetables
6174,1599,20-04-2015,semi-finished bread
6175,4321,12-09-2015,sausage
6176,3397,20-02-2015,citrus fruit
6177,3767,06-06-2015,bottled beer
6178,2781,01-06-2015,soda
6179,3750,17-05-2015,pastry
6180,4574,27-11-2015,bottled beer
6181,4180,01-04-2015,specialty chocolate
6182,3897,01-02-2015,soda
6183,4333,01-07-2015,misc. beverages
6184,3796,06-06-2015,seasonal products
6185,2240,18-05-2015,citrus fruit
6186,2967,06-02-2015,yogurt
6187,2581,14-12-2015,meat
6188,1248,15-12-2015,frankfurter
6189,3830,18-10-2015,frankfurter
6190,3976,08-05-2015,packaged fruit/vegetables
6191,1842,23-02-2015,root vegetables
6192,1626,18-02-2015,pastry
6193,4059,05-01-2015,frankfurter
6194,2370,12-09-2015,whole milk
6195,4466,03-09-2015,citrus fruit
6196,2404,10-02-2015,beef
6197,3224,14-03-2015,frankfurter
6198,1478,12-02-2015,pork
6199,2229,22-12-2015,sausage
6200,4418,04-10-2015,whipped/sour cream
6201,3571,07-07-2015,coffee
6202,2234,27-02-2015,sausage
6203,3416,07-02-2015,tropical fruit
6204,3429,29-06-2015,pork
6205,1046,24-06-2015,pork
6206,4498,19-04-2015,other vegetables
6207,2152,03-09-2015,chicken
6208,1425,18-03-2015,ham
6209,3946,19-11-2015,root vegetables
6210,1009,14-05-2015,tropical fruit
6211,2825,25-12-2015,soda
6212,4592,22-06-2015,whole milk
6213,1449,27-05-2015,whole milk
6214,1837,18-06-2015,bottled beer
6215,4322,31-10-2015,brown bread
6216,2039,18-06-2015,bottled beer
6217,3999,19-05-2015,dessert
6218,1183,04-01-2015,sausage
6219,2441,03-07-2015,meat
6220,2739,19-09-2015,pip fruit
6221,3049,05-02-2015,beef
6222,1697,29-05-2015,root vegetables
6223,4109,24-08-2015,dessert
6224,3217,20-03-2015,dessert
6225,4879,12-10-2015,other vegetables
6226,3505,11-10-2015,beverages
6227,4292,26-10-2015,frankfurter
6228,4813,04-08-2015,citrus fruit
6229,1379,17-04-2015,pastry
6230,3410,31-05-2015,yogurt
6231,4074,10-09-2015,whole milk
6232,3438,04-01-2015,sausage
6233,2919,30-06-2015,pip fruit
6234,1401,29-05-2015,sausage
6235,2074,20-12-2015,bottled water
6236,4193,30-08-2015,meat
6237,1195,04-11-2015,finished products
6238,4850,15-07-2015,other vegetables
6239,3255,08-01-2015,domestic eggs
6240,2572,27-05-2015,soda
6241,3803,14-12-2015,chicken
6242,3342,22-06-2015,sausage
6243,3167,20-08-2015,soda
6244,3517,14-07-2015,whole milk
6245,1391,14-03-2015,rolls/buns
6246,2682,20-01-2015,canned beer
6247,1363,15-01-2015,bottled beer
6248,4849,17-05-2015,citrus fruit
6249,3107,16-11-2015,napkins
6250,2171,22-04-2015,beef
6251,2286,19-06-2015,canned beer
6252,1449,03-10-2015,ham
6253,2192,10-02-2015,frankfurter
6254,1926,29-05-2015,yogurt
6255,1245,04-12-2015,turkey
6256,4034,13-11-2015,whole milk
6257,3719,22-02-2015,yogurt
6258,1033,15-06-2015,chicken
6259,1293,26-10-2015,whole milk
6260,3737,12-12-2015,sausage
6261,1114,26-04-2015,chicken
6262,2286,04-12-2015,citrus fruit
6263,1782,13-09-2015,tropical fruit
6264,2837,19-09-2015,rolls/buns
6265,2011,23-12-2015,UHT-milk
6266,3067,22-09-2015,candy
6267,3191,30-12-2015,pip fruit
6268,4161,24-09-2015,whole milk
6269,2526,16-10-2015,coffee
6270,1582,08-07-2015,sausage
6271,3663,20-11-2015,citrus fruit
6272,1237,08-03-2015,rolls/buns
6273,2635,17-09-2015,whole milk
6274,3034,22-05-2015,whipped/sour cream
6275,3005,12-07-2015,citrus fruit
6276,2476,30-07-2015,butter milk
6277,1052,15-05-2015,frankfurter
6278,3781,23-09-2015,frankfurter
6279,4736,03-04-2015,beef
6280,4101,30-01-2015,chicken
6281,2535,17-10-2015,canned beer
6282,1924,07-09-2015,sausage
6283,3079,04-01-2015,specialty bar
6284,4270,08-02-2015,bottled water
6285,2797,12-09-2015,chicken
6286,3813,18-01-2015,whole milk
6287,4412,20-12-2015,sausage
6288,2997,02-06-2015,canned beer
6289,3703,24-03-2015,rolls/buns
6290,2260,02-10-2015,bottled water
6291,3583,03-12-2015,soda
6292,2513,30-01-2015,chicken
6293,4336,25-09-2015,beverages
6294,2017,19-02-2015,nuts/prunes
6295,2787,09-05-2015,rolls/buns
6296,3460,14-09-2015,other vegetables
6297,4056,29-08-2015,packaged fruit/vegetables
6298,2063,23-08-2015,sausage
6299,2085,04-04-2015,pip fruit
6300,3778,13-03-2015,soda
6301,2691,09-03-2015,liver loaf
6302,2534,08-11-2015,pork
6303,2315,17-12-2015,chicken
6304,1094,16-05-2015,tropical fruit
6305,4529,24-05-2015,flower soil/fertilizer
6306,2745,29-04-2015,meat
6307,4352,28-11-2015,sausage
6308,2783,31-03-2015,citrus fruit
6309,3280,14-04-2015,beef
6310,3473,07-04-2015,whole milk
6311,3476,28-06-2015,whipped/sour cream
6312,2173,11-08-2015,chicken
6313,4170,11-05-2015,chicken
6314,1596,14-07-2015,bottled water
6315,1265,13-04-2015,pork
6316,1259,20-09-2015,ice cream
6317,4102,23-10-2015,ham
6318,3465,16-04-2015,butter milk
6319,3504,05-11-2015,frankfurter
6320,3336,26-03-2015,pork
6321,3001,14-11-2015,sausage
6322,4078,18-04-2015,berries
6323,3244,20-11-2015,sausage
6324,3544,10-03-2015,whole milk
6325,2760,14-04-2015,other vegetables
6326,4643,02-12-2015,sausage
6327,3601,20-12-2015,rolls/buns
6328,2275,02-08-2015,yogurt
6329,3082,10-04-2015,root vegetables
6330,4273,22-01-2015,rolls/buns
